TYPEHUQ,CDD30YR,NUMFLRS,STUDIO,STORIES,BEDROOMS,NCOMBATH,OTHROOMS,TOTROOMS,PRKGPLC1,OUTGRILL,ICE,SIZFREEZ,DWASHUSE,TOPFRONT,WASHLOAD,RNSETEMP,DRYER,DRYRFUEL,TVCOLOR,TVONWE3,WELLPUMP,FUELHEAT,HEATROOM,WHEATOTH,CENACHP,MAINTAC,AGECENAC,ACROOMS,USECENAC,PROTHERMAC,TEMPHOMEAC,NUMCFAN,USECFAN,SWIMPOOL,NOUTLGTNT,WINDOWS,ELWARM,ELWATER,PGASHTWA,NHSLDMEM,HUPROJ,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,TOTALDOL,KAVALNG,OA_LAT
1,1668,-2,-2,10,2,1,1,3,0,0,0,-2,-2,1,2,2,1,5,1,-2,0,1,3,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,4,0,0,3,1,0,540,540,180,10354,1864,3,11
3,787,-2,-2,20,3,2,4,7,1,0,1,-2,3,2,2,3,1,1,1,-2,0,1,7,0,0,1,1,7,1,0,-2,3,1,0,0,4,0,0,1,2,-2,1692,1292,1292,4847,1019,1,0
2,2776,-2,-2,10,3,2,3,6,1,1,1,-2,3,2,2,2,1,5,7,2,0,5,6,0,1,1,2,6,2,1,77,3,3,0,0,4,1,1,-2,2,-2,2262,1862,1862,18563,2298,-2,7
2,1164,-2,-2,20,3,2,3,6,1,1,1,3,3,1,2,3,1,5,2,-2,0,5,5,0,0,1,5,5,2,0,75,3,1,0,1,5,1,1,-2,2,-2,2324,1304,1563,22836,2208,-2,5
2,1363,-2,-2,10,4,2,4,8,1,1,1,-2,3,1,3,3,1,1,5,1,0,1,8,0,0,0,2,8,3,1,76,2,2,0,1,6,0,1,-2,2,-2,4051,1590,1590,9660,1788,1,5
2,837,-2,-2,10,3,2,6,9,0,0,0,-2,2,1,2,3,1,1,5,1,0,1,9,0,0,1,2,9,1,1,-2,6,3,0,0,6,0,0,1,2,-2,2023,2023,2023,4148,3201,1,6
1,1294,-2,-2,10,3,2,2,5,0,1,0,3,3,2,3,3,1,5,3,1,1,5,5,0,1,1,2,5,3,1,77,2,3,-2,-2,3,1,1,-2,2,-2,1431,1431,1431,12458,1781,-2,7
2,1101,-2,-2,10,2,1,2,4,0,0,1,-2,-2,1,3,3,1,1,3,1,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,2,3,0,0,2,1,0,1,3,0,800,200,0,2771,689,1,1
2,576,-2,-2,20,3,1,3,6,1,1,0,-2,3,1,2,3,1,1,4,1,0,1,6,0,0,0,3,5,2,1,75,1,0,1,1,4,0,0,1,2,-2,2646,2005,1070,6719,1731,1,1
2,1748,-2,-2,20,4,2,3,7,0,1,1,2,-2,1,3,3,1,5,3,1,0,1,2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,6,0,1,-2,2,-2,2520,720,0,8052,1777,1,10
5,1343,4,0,-2,3,1,2,5,-2,0,0,-2,3,-2,-2,-2,0,-2,3,1,-2,5,4,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,1,1,-2,3,0,960,768,192,8240,751,-2,6
5,442,2,0,-2,2,1,2,4,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,1,3,1,-2,-2,-2,-2,-2,-2,-2,1,2,-2,-2,7,0,0,2,2,0,727,545,182,4069,1199,3,2
5,115,6,1,-2,-2,1,1,1,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,5,1,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,1,0,1,1,1,330,330,0,3164,471,3,0
5,1056,21,1,-2,-2,1,1,1,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,3,1,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,-2,1,0,313,313,313,1243,1469,3,4
2,530,-2,-2,10,3,1,4,7,0,1,0,-2,-2,1,2,3,1,1,4,1,0,1,5,0,-2,-2,-2,-2,-2,-2,-2,3,3,0,2,4,0,0,1,1,-2,3438,2947,246,22494,3479,1,2
2,266,-2,-2,20,4,2,3,7,1,1,1,-2,3,1,2,3,1,5,3,1,0,1,5,0,-2,-2,-2,-2,-2,-2,-2,4,2,0,4,3,0,0,1,1,-2,2892,1780,356,6851,1561,1,0
2,1615,-2,-2,10,3,3,4,7,1,1,1,3,5,1,3,2,1,5,3,2,0,1,7,0,-2,-2,-2,-2,-2,-2,-2,5,3,0,0,4,0,0,1,2,-2,6360,2992,0,15929,2652,1,7
2,796,-2,-2,40,4,2,4,8,1,1,0,-2,-2,1,4,2,1,5,4,3,0,1,8,0,-2,-2,-2,-2,-2,-2,-2,5,3,0,0,3,0,0,1,4,0,5378,3218,1207,10453,3632,1,3
3,1197,-2,-2,20,3,1,2,5,1,0,0,-2,3,1,3,2,1,5,2,-2,0,1,5,1,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,5,0,1,-2,2,-2,1581,1088,435,5402,3295,1,5
2,794,-2,-2,20,5,2,4,9,0,1,1,-2,5,2,2,3,1,5,4,2,0,1,9,0,0,0,4,8,1,1,-2,0,-2,0,0,3,1,1,-2,2,-2,2190,2190,1947,12410,2005,1,3
4,2827,-2,0,-2,1,1,2,3,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,5,3,1,0,0,4,3,3,0,79,0,-2,-2,-2,3,1,1,-2,2,0,967,967,967,5852,921,-2,8
4,743,-2,0,-2,2,1,3,5,-2,0,0,-2,-2,1,2,3,1,5,0,-2,-2,1,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,4,0,1,-2,2,-2,1701,1701,340,5785,2144,1,3
2,1832,-2,-2,10,3,1,2,5,0,1,0,-2,-2,1,2,2,1,5,2,-2,0,5,5,0,1,0,3,5,1,0,-2,1,3,0,0,3,1,1,-2,1,-2,1232,1232,1232,17144,1630,-2,9
4,640,-2,0,-2,3,1,3,6,-2,0,0,-2,-2,1,2,3,1,5,2,-2,-2,1,4,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,6,0,0,1,2,0,1186,791,0,6548,3924,1,1
5,727,3,0,-2,4,1,2,6,-2,0,0,-2,4,-2,-2,-2,0,-2,2,-2,-2,1,6,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,5,0,1,-2,4,0,1286,1286,0,5983,2512,1,4
4,1047,-2,0,-2,2,1,2,4,-2,1,0,-2,4,1,2,3,1,5,3,1,-2,5,2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,1,0,1,3,-2,815,408,204,7767,1386,3,0
4,2092,-2,0,-2,2,2,1,3,-2,0,0,-2,3,1,3,3,1,5,1,-2,-2,5,3,0,1,1,2,3,2,1,74,0,-2,-2,-2,4,1,1,-2,3,0,940,940,940,13644,1790,-2,14
5,929,3,0,-2,2,1,2,4,-2,1,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,5,4,1,-2,-2,-2,-2,-2,-2,-2,2,3,-2,-2,2,1,1,-2,2,0,804,804,201,4693,506,-2,2
5,707,3,0,-2,1,1,2,3,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,1,3,1,-2,-2,-2,-2,-2,-2,-2,1,2,-2,-2,2,0,0,2,2,1,619,619,0,4010,1793,3,3
5,863,3,0,-2,1,1,2,3,-2,0,0,-2,3,1,1,3,1,5,2,-2,-2,1,3,0,0,0,2,3,1,0,-2,0,-2,-2,-2,2,0,0,1,1,0,729,729,729,1781,527,1,0
2,785,-2,-2,10,4,2,3,7,0,1,0,3,-2,1,3,3,1,5,2,-2,1,5,7,0,-2,-2,-2,-2,-2,-2,-2,4,0,0,2,3,1,1,-2,6,-2,2016,2016,0,35091,2635,-2,0
2,553,-2,-2,10,3,2,3,6,1,0,0,-2,3,1,3,3,1,1,2,-2,0,5,2,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,7,1,0,1,3,-2,1710,437,0,3149,700,3,0
2,1314,-2,-2,20,5,3,4,9,1,1,1,-2,4,1,3,3,1,5,4,3,0,1,9,0,0,0,2,9,3,0,70,4,1,0,0,6,1,1,-2,3,-2,3667,3417,3417,18212,2494,1,8
5,606,3,0,-2,1,1,2,3,-2,0,0,-2,3,1,1,3,1,5,2,-2,-2,1,3,0,0,0,4,3,3,0,68,0,-2,-2,-2,2,0,0,2,1,0,1009,1009,1009,4501,1645,3,3
2,2724,-2,-2,10,3,2,2,5,1,0,0,-2,1,1,2,2,1,5,2,-2,1,5,5,0,0,1,2,5,3,1,70,0,-2,0,1,2,1,1,-2,2,0,2085,1835,1835,10114,1131,-2,22
5,1584,2,0,-2,2,2,3,5,-2,0,1,-2,-2,-2,-2,-2,0,-2,2,-2,-2,5,5,0,0,1,6,5,3,0,80,1,3,-2,-2,2,1,0,1,2,0,827,827,827,8936,1639,3,0
2,172,-2,-2,10,3,2,5,8,1,1,0,-2,2,1,2,3,1,5,2,-2,1,2,8,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,2,4,1,1,-2,2,-2,3597,2137,0,8604,3057,-2,1
2,3958,-2,-2,10,4,2,4,8,0,0,0,-2,-2,1,3,3,1,5,3,2,0,5,8,0,0,1,3,8,3,0,78,5,2,0,1,3,1,1,-2,1,-2,1697,1697,1697,23981,2259,-2,23
2,1740,-2,-2,10,4,3,7,11,1,0,0,-2,1,1,2,3,1,5,1,-2,0,1,3,0,-2,-2,-2,-2,-2,-2,-2,1,3,0,0,7,1,0,1,2,0,5987,833,0,7038,873,1,6
3,2861,-2,-2,20,3,2,4,7,1,0,0,-2,3,1,2,3,1,5,3,2,0,5,7,0,1,1,3,7,3,1,72,6,3,0,2,5,1,1,-2,1,-2,3258,2858,2858,8537,940,-2,6
1,1264,-2,-2,10,3,1,5,8,0,0,0,1,-2,1,1,3,1,5,2,-2,0,1,7,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,4,0,0,3,1,-2,741,648,0,3658,1256,2,0
1,2442,-2,-2,10,3,2,2,5,0,1,1,-2,-2,2,4,3,1,5,4,4,0,5,5,0,-2,-2,-2,-2,-2,-2,-2,2,3,-2,-2,3,1,1,-2,4,-2,910,910,0,24166,3040,-2,19
2,1311,-2,-2,10,3,3,6,9,1,1,0,3,5,2,3,3,1,5,6,2,0,5,9,0,-2,-2,-2,-2,-2,-2,-2,2,1,0,0,7,1,1,-2,2,-2,5503,3829,0,24698,3540,-2,6
3,1451,-2,-2,20,3,1,4,7,0,0,0,-2,-2,1,2,3,0,-2,3,1,0,1,7,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,3,0,0,1,4,-2,2395,1597,228,5876,2003,1,6
5,3524,2,0,-2,1,1,3,4,-2,0,0,-2,3,1,2,3,1,5,2,-2,-2,-2,-2,1,0,1,3,4,3,0,70,1,3,-2,-2,1,0,0,1,2,0,890,0,890,11579,2001,3,2
5,894,3,0,-2,1,1,2,3,-2,0,0,-2,2,1,2,1,1,5,2,-2,-2,5,3,1,0,1,3,3,3,0,68,0,-2,-2,-2,1,1,1,-2,1,0,544,544,544,4641,513,-2,2
2,802,-2,-2,10,5,3,4,9,1,1,1,4,3,1,4,3,1,5,3,2,0,1,4,0,0,0,3,7,1,1,-2,6,3,0,0,4,1,0,1,4,-2,2944,1771,1083,12658,1898,1,1
2,2958,-2,-2,10,3,1,4,7,0,0,0,2,1,1,2,3,1,5,2,-2,0,5,7,0,0,1,3,7,1,1,-2,6,2,0,0,4,1,1,-2,1,-2,1392,1392,1392,11797,986,-2,18
2,2779,-2,-2,10,2,1,3,5,1,0,0,3,-2,1,1,3,0,-2,3,1,0,1,5,0,0,0,2,5,3,1,76,5,3,0,1,3,0,0,1,1,-2,1828,1578,1578,10928,1796,1,22
5,862,2,0,-2,3,2,3,6,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,1,6,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,0,0,2,3,1,667,667,0,4150,1662,3,4
2,2498,-2,-2,10,4,2,3,7,1,1,1,3,3,2,2,3,1,5,1,-2,0,1,7,0,0,0,4,7,3,1,75,7,3,1,0,4,0,0,1,2,-2,2280,1880,1880,28797,3657,1,7
2,874,-2,-2,10,3,1,3,6,0,1,0,-2,-2,1,2,3,1,1,2,-2,1,1,6,0,-2,-2,-2,-2,-2,-2,-2,1,3,0,0,4,0,0,1,2,-2,1200,1200,400,4647,1869,3,5
1,1593,-2,-2,10,2,2,2,4,0,1,0,2,-2,1,5,3,1,5,1,-2,1,2,4,0,1,0,6,4,3,0,60,0,-2,-2,-2,3,1,1,-2,5,0,840,840,840,28058,4587,-2,7
5,761,2,0,-2,3,2,2,5,-2,1,0,-2,3,1,4,2,1,1,2,-2,-2,1,2,0,0,1,1,5,1,1,-2,0,-2,-2,-2,2,0,0,1,3,0,1053,421,1053,5649,800,1,1
2,1682,-2,-2,20,4,2,4,8,1,1,1,1,3,1,2,3,1,5,6,2,0,1,6,0,0,0,3,6,3,1,70,4,3,0,0,4,0,0,1,3,-2,4998,3561,3561,13559,1971,1,6
2,2408,-2,-2,10,3,2,3,6,1,1,1,1,2,1,2,3,1,1,4,1,0,1,6,0,0,1,4,6,3,0,73,5,3,0,2,3,0,0,1,2,-2,1744,1344,1344,14598,2035,1,6
2,1709,-2,-2,20,3,2,3,6,0,0,0,2,3,1,3,3,1,5,2,-2,0,1,6,0,0,0,4,6,3,0,70,3,2,0,0,4,1,1,-2,3,-2,4488,2992,2992,14943,2634,1,6
2,1678,-2,-2,10,3,1,4,7,0,0,0,-2,-2,1,2,3,1,5,3,1,0,1,7,0,0,0,5,7,3,0,67,4,2,0,0,4,0,0,1,2,-2,2271,1374,1374,7089,1877,1,5
2,804,-2,-2,10,3,2,3,6,1,0,0,-2,-2,2,1,3,1,5,1,-2,0,1,6,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,3,0,0,1,1,-2,1929,1115,0,3977,2389,1,3
2,2511,-2,-2,10,3,3,7,10,1,1,1,3,3,1,2,2,1,5,3,1,0,5,10,0,1,0,3,10,3,1,72,4,1,0,0,6,1,0,1,2,-2,3600,3200,3200,19055,2756,1,18
2,1265,-2,-2,10,1,1,2,3,0,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,0,1,3,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,2,0,0,1,1,0,414,414,138,1790,1372,1,5
5,1858,2,0,-2,3,2,3,6,-2,0,0,-2,-2,1,3,3,1,5,2,-2,-2,5,6,0,0,1,2,6,1,1,-2,1,3,-2,-2,3,1,1,-2,3,0,1362,1362,1362,13374,1407,-2,7
2,771,-2,-2,10,2,1,3,5,0,0,0,-2,-2,1,3,3,1,1,2,-2,1,1,5,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,0,3,0,0,1,4,0,875,875,175,8501,1274,1,2
5,1331,2,0,-2,2,1,3,5,-2,0,0,-2,-2,-2,-2,-2,0,-2,3,2,-2,5,5,1,0,1,5,5,3,0,75,1,1,-2,-2,1,1,0,2,3,0,912,912,912,9630,1710,3,6
2,1977,-2,-2,10,3,1,4,7,1,0,1,2,1,1,3,3,1,5,4,1,0,1,2,0,0,0,3,5,3,0,73,3,3,0,0,6,0,0,1,2,-2,2081,480,1201,11481,1901,1,11
5,1097,21,1,-2,-2,1,1,1,-2,0,0,-2,1,-2,-2,-2,0,-2,1,-2,-2,1,1,1,0,0,4,1,3,-2,69,0,-2,-2,-2,3,0,1,-2,2,0,638,638,638,7852,1687,3,4
2,883,-2,-2,10,4,3,5,9,1,1,0,2,-2,2,2,3,1,5,3,1,0,1,8,0,0,0,6,9,1,1,-2,3,2,0,0,5,0,1,-2,2,-2,3356,1823,1696,5160,909,1,3
4,3098,-2,0,-2,4,2,2,6,-2,0,0,-2,3,2,3,3,1,5,2,-2,-2,5,6,1,-2,-2,-2,-2,-2,-2,-2,3,2,-2,-2,4,1,1,-2,3,0,2552,2552,0,15459,1540,-2,8
2,906,-2,-2,20,4,2,3,7,1,1,1,2,2,1,2,3,1,5,3,1,0,1,7,0,0,0,6,7,3,0,75,6,2,0,0,6,1,1,-2,2,-2,2471,2071,2071,10802,1813,1,4
2,1084,-2,-2,20,4,2,2,6,0,1,0,-2,4,1,2,3,1,1,2,-2,0,1,6,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,5,1,0,1,3,0,2588,1869,0,3386,1885,1,4
2,1774,-2,-2,20,4,3,6,10,1,0,1,4,2,1,1,3,1,5,3,1,0,5,4,0,1,1,3,8,1,1,-2,3,1,0,0,5,1,1,-2,3,-2,6798,1730,3459,18196,1501,-2,7
5,780,4,0,-2,3,1,2,5,-2,0,0,-2,1,-2,-2,-2,0,-2,3,1,-2,5,5,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,5,1,0,2,4,1,1177,1177,235,7770,1761,3,3
2,762,-2,-2,10,4,2,5,9,1,1,0,3,-2,2,2,3,1,5,1,-2,0,3,9,0,-2,-2,-2,-2,-2,-2,-2,2,2,0,0,7,1,1,-2,3,-2,1924,1674,0,15351,2134,-2,0
2,776,-2,-2,10,3,2,4,7,1,1,1,-2,3,1,3,3,1,5,4,2,0,1,7,0,0,0,3,7,3,1,71,0,-2,0,2,3,0,0,1,4,-2,1945,1545,1545,13161,1865,1,0
2,499,-2,-2,10,1,1,3,4,0,1,0,2,2,1,1,3,1,5,3,1,0,1,4,0,-2,-2,-2,-2,-2,-2,-2,2,1,0,0,4,0,0,1,1,-2,2697,899,450,3260,1788,1,1
2,2393,-2,-2,10,4,2,3,7,1,0,1,1,-2,2,2,3,1,5,4,4,0,5,7,0,0,0,4,7,2,1,70,2,1,0,0,3,1,1,-2,9,0,2300,1900,1900,29395,3412,-2,7
5,1150,3,1,-2,-2,1,1,1,-2,1,0,1,-2,-2,-2,-2,0,-2,1,-2,-2,1,1,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,2,1,0,313,313,0,3437,1437,3,5
2,544,-2,-2,10,4,1,2,6,0,1,1,4,2,1,4,3,1,5,3,3,1,7,6,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,4,1,1,-2,5,-2,2714,2438,0,31247,2445,-2,0
2,3602,-2,-2,10,3,1,2,5,0,1,0,-2,-2,1,5,2,0,-2,4,5,0,1,2,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,4,0,0,1,4,0,1092,437,437,11247,2369,1,14
4,1351,-2,0,-2,2,2,3,5,-2,1,0,1,5,1,3,3,1,5,3,4,-2,5,5,0,0,0,3,5,1,1,-2,1,2,-2,-2,2,1,1,-2,3,0,1183,1183,1183,16164,1448,-2,7
2,1663,-2,-2,10,2,1,2,4,1,0,0,-2,-2,1,4,3,1,1,3,3,0,1,4,0,0,0,4,4,3,0,75,4,2,0,1,5,1,0,1,1,-2,3384,1499,1499,7060,1733,1,5
2,606,-2,-2,20,4,2,4,8,0,1,1,-2,3,2,4,3,1,5,6,3,0,1,8,0,-2,-2,-2,-2,-2,-2,-2,3,3,0,0,4,0,0,1,9,-2,2592,2592,0,10156,2898,1,4
2,724,-2,-2,10,2,1,2,4,0,1,0,-2,5,-2,-2,-2,0,-2,1,-2,1,1,4,1,-2,-2,-2,-2,-2,-2,-2,4,3,0,0,2,0,0,2,5,0,912,912,228,5780,1388,3,0
2,672,-2,-2,20,3,1,3,6,0,1,1,1,-2,1,2,3,1,5,2,-2,0,1,6,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,6,0,0,1,3,0,2775,1850,0,10805,2504,1,2
2,1044,-2,-2,10,4,1,4,8,1,0,0,2,-2,1,2,3,1,5,4,2,0,5,7,0,1,0,5,7,3,0,72,5,3,0,1,4,1,0,-2,2,-2,2048,1573,1573,10013,1235,-2,5
2,186,-2,-2,20,3,1,3,6,0,1,0,1,3,-2,-2,-2,1,5,0,-2,1,2,6,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,4,0,1,-2,1,-2,1699,1699,566,11162,1437,-2,1
2,687,-2,-2,20,3,3,3,6,1,1,1,-2,3,1,3,3,1,5,6,2,0,3,6,0,-2,-2,-2,-2,-2,-2,-2,6,2,0,1,6,0,1,-2,4,-2,5256,4500,0,12528,4967,-2,5
2,836,-2,-2,31,4,1,3,7,1,1,0,-2,2,1,1,3,1,1,4,1,0,1,4,0,0,0,2,4,2,0,70,0,-2,0,2,4,0,0,1,1,-2,2131,989,989,4750,1555,1,2
2,323,-2,-2,10,3,2,4,7,0,0,1,-2,3,1,3,3,1,5,2,-2,0,1,7,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,4,0,0,1,3,-2,1632,1632,0,5203,1002,1,0
2,1541,-2,-2,10,2,2,4,6,0,1,0,-2,3,1,3,3,1,5,1,-2,0,1,6,0,0,0,3,6,2,1,74,0,-2,1,0,5,0,0,1,3,0,1966,1966,1966,18944,3718,1,0
2,3998,-2,-2,10,3,2,3,6,1,1,0,1,-2,1,3,3,1,5,4,2,0,5,6,0,0,1,1,6,3,1,79,4,1,0,1,2,1,1,-2,4,-2,2808,2408,2408,30143,4471,-2,17
5,787,3,1,-2,-2,1,1,1,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,5,1,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,1,1,-2,1,0,735,735,735,1719,81,-2,1
2,612,-2,-2,20,4,2,4,8,1,1,0,-2,1,1,1,1,1,1,1,-2,0,1,8,0,-2,-2,-2,-2,-2,-2,-2,4,1,0,0,6,0,0,1,2,-2,5850,3900,0,2163,1960,1,1
5,2678,2,1,-2,-2,1,1,1,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,5,1,0,0,1,3,1,3,0,77,0,-2,-2,-2,1,1,1,-2,2,0,400,400,400,9381,1162,-2,7
2,4038,-2,-2,10,4,2,3,7,1,1,1,3,4,1,4,3,1,1,2,-2,0,1,7,0,0,0,5,7,3,1,78,8,3,0,2,3,0,0,1,5,-2,2442,2042,2042,13127,2208,1,1
2,1694,-2,-2,10,3,2,3,6,0,1,0,3,4,1,2,3,1,5,5,2,1,5,6,0,1,1,1,6,3,0,74,3,3,0,1,4,1,1,-2,4,-2,2700,1688,1688,20510,2549,-2,12
3,1475,-2,-2,20,3,2,2,5,1,0,1,-2,2,1,3,3,1,1,2,-2,0,1,5,0,0,0,1,5,1,1,-2,2,2,0,1,4,0,0,1,3,-2,1335,935,935,6994,980,1,0
3,1143,-2,-2,10,3,1,2,5,1,1,0,1,-2,2,3,3,1,5,4,2,0,1,5,0,0,0,1,5,3,0,76,2,2,0,0,3,1,0,1,4,0,1560,1310,1310,5433,1255,1,2
5,1556,4,1,-2,-2,1,1,1,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,1,1,1,0,0,5,1,3,0,60,0,-2,-2,-2,3,0,0,2,1,1,344,344,344,4601,1466,3,6
3,626,-2,-2,20,3,1,4,7,0,1,1,-2,-2,1,3,3,1,5,5,2,0,3,7,0,-2,-2,-2,-2,-2,-2,-2,4,2,1,0,4,0,0,-2,2,-2,2541,1817,1091,8572,2585,-2,1
2,2464,-2,-2,10,3,1,2,5,0,0,0,-2,5,1,2,3,1,5,1,-2,0,1,5,0,0,0,5,5,3,0,68,3,1,0,1,4,0,0,1,1,-2,1176,1176,1176,11196,1463,1,9
4,1188,-2,0,-2,2,1,3,5,-2,0,0,-2,-2,1,2,3,0,-2,1,-2,-2,1,5,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,0,0,1,1,-2,1424,844,0,1959,3139,1,5
2,1502,-2,-2,20,5,4,5,10,1,1,1,-2,-2,2,3,3,1,5,4,1,0,5,10,0,1,0,2,10,3,1,77,5,2,0,0,6,1,0,1,2,-2,7200,6550,5033,11100,2259,1,9
2,581,-2,-2,20,4,3,4,8,1,1,1,-2,5,1,3,3,1,5,1,-2,0,1,8,0,0,0,4,8,1,1,-2,1,1,0,0,4,0,0,1,2,-2,4182,3502,3502,8075,1623,1,0
2,1693,-2,-2,10,2,1,3,5,0,1,1,2,4,1,2,3,1,5,1,-2,0,5,5,0,1,0,2,5,2,1,78,5,1,0,0,3,1,1,-2,2,-2,834,834,834,21857,2026,-2,9
5,546,2,0,-2,1,1,2,3,-2,0,0,-2,2,1,2,3,1,5,0,-2,-2,1,3,0,0,0,4,3,2,0,72,0,-2,-2,-2,2,0,0,1,1,0,960,960,960,3319,814,1,0
5,3197,1,0,-2,2,1,2,4,-2,0,0,-2,1,1,2,2,1,5,2,-2,-2,5,4,0,0,0,2,4,3,0,73,2,2,-2,-2,2,1,1,-2,1,0,1167,1167,1167,6398,866,-2,17
2,820,-2,-2,20,3,1,5,8,0,1,0,3,-2,1,2,3,1,5,2,-2,0,21,8,0,-2,-2,-2,-2,-2,-2,-2,4,2,0,1,4,1,0,-2,2,-2,4045,2880,0,7345,1892,-2,5
2,1944,-2,-2,10,3,2,4,7,1,1,1,-2,4,1,2,3,1,1,2,-2,0,7,4,0,0,1,3,7,3,0,80,2,3,0,1,4,0,0,1,2,-2,2118,982,1718,13648,1956,1,0
2,3377,-2,-2,10,3,2,5,8,1,1,1,-2,3,2,2,3,1,5,2,-2,1,5,8,0,1,0,3,8,3,1,72,4,2,1,0,4,1,1,-2,2,-2,3132,2732,3132,11963,1509,-2,27
2,390,-2,-2,10,5,3,5,10,1,1,1,-2,3,1,2,3,1,5,3,1,0,1,10,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,4,1,0,1,2,-2,3474,3074,0,6253,1331,1,0
5,527,2,0,-2,1,1,2,3,-2,0,1,-2,2,-2,-2,-2,0,-2,1,-2,-2,5,3,1,0,0,3,3,1,1,-2,0,-2,-2,-2,2,1,0,-2,1,0,596,596,596,2818,591,-2,3
2,954,-2,-2,20,4,3,5,9,1,1,1,-2,4,1,4,3,1,1,5,3,0,3,9,0,0,0,5,9,2,1,78,7,2,0,1,6,0,0,1,3,-2,3521,2263,2263,20742,6040,1,6
4,1249,-2,0,-2,3,2,4,7,-2,1,0,-2,-2,-2,-2,-2,0,-2,3,1,-2,1,7,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,4,0,0,1,12,0,1680,1680,720,3255,3891,1,5
2,123,-2,-2,20,4,2,4,8,1,1,0,3,-2,1,3,3,1,5,4,1,0,1,3,0,-2,-2,-2,-2,-2,-2,-2,5,3,0,1,5,1,1,1,2,-2,2496,526,0,17506,2123,1,0
2,742,-2,-2,10,5,3,5,10,1,1,1,2,4,2,3,3,1,5,6,2,0,1,10,0,0,0,4,10,2,1,76,7,3,0,0,6,0,0,1,3,-2,3480,2830,2120,17821,2254,1,1
3,435,-2,-2,20,3,2,2,5,1,1,0,-2,1,1,2,3,1,5,2,-2,0,5,5,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,1,2,1,0,1,2,-2,1566,1316,0,5606,885,1,1
2,655,-2,-2,20,4,1,2,6,1,1,0,-2,5,2,4,3,1,5,3,1,0,1,6,0,-2,-2,-2,-2,-2,-2,-2,3,2,1,1,4,0,0,1,8,-2,2636,1690,1127,11823,4282,1,2
2,3592,-2,-2,10,3,3,3,6,0,1,0,-2,1,1,2,3,1,5,4,1,0,5,6,0,0,0,1,6,3,1,78,5,2,0,0,4,1,1,-2,1,-2,1500,1500,1500,14770,1829,-2,18
5,513,2,0,-2,2,1,2,4,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,1,3,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,2,1,0,2,3,0,806,605,0,1977,452,2,0
