Var1,Var2,Corr,Target,Variables,Correlation,abs(Correlation)
PELHOTWA,DRYER,-0.002573278525720754,KWH,DRYER,0.4003137200864793,0.4003137200864793
PELAC,DRYER,0.2716169494905273,KWH,DRYER,0.4003137200864793,0.4003137200864793
PGASHTWA,DRYER,-0.08315263752987334,KWH,DRYER,0.4003137200864793,0.4003137200864793
NHSLDMEM,DRYER,0.1451554242950101,KWH,DRYER,0.4003137200864793,0.4003137200864793
HUPROJ,DRYER,-0.5243881321991815,KWH,DRYER,0.4003137200864793,0.4003137200864793
TOTSQFT,DRYER,0.5248440219815584,KWH,DRYER,0.4003137200864793,0.4003137200864793
TOTSQFT_EN,DRYER,0.5125290098978798,KWH,DRYER,0.4003137200864793,0.4003137200864793
TOTHSQFT,DRYER,0.47759846546780943,KWH,DRYER,0.4003137200864793,0.4003137200864793
TOTCSQFT,DRYER,0.38322357099404714,KWH,DRYER,0.4003137200864793,0.4003137200864793
KWH,DRYER,0.4003137200864793,KWH,DRYER,0.4003137200864793,0.4003137200864793
TOTALDOL,DRYER,0.3716453347580418,KWH,DRYER,0.4003137200864793,0.4003137200864793
KAVALNG,DRYER,-0.13732568575714535,KWH,DRYER,0.4003137200864793,0.4003137200864793
PERIODNG,DRYER,-0.13168353700363336,KWH,DRYER,0.4003137200864793,0.4003137200864793
SCALENG,DRYER,-0.1256078437191409,KWH,DRYER,0.4003137200864793,0.4003137200864793
OA_LAT,DRYER,0.01145589671067589,KWH,DRYER,0.4003137200864793,0.4003137200864793
TYPEHUQ,DRYRFUEL,-0.39791052635868046,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
CDD30YR,DRYRFUEL,0.06559479447504789,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
KOWNRENT,DRYRFUEL,-0.3641762188224629,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
NUMFLRS,DRYRFUEL,-0.3860867780953532,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
NUMAPTS,DRYRFUEL,-0.3866083275075676,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
STUDIO,DRYRFUEL,-0.44538264040249725,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
NAPTFLRS,DRYRFUEL,-0.43090985791713643,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
STORIES,DRYRFUEL,0.3468824120875943,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
BEDROOMS,DRYRFUEL,0.34084248522784416,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
NCOMBATH,DRYRFUEL,0.3010948398727511,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
OTHROOMS,DRYRFUEL,0.299125114330638,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TOTROOMS,DRYRFUEL,0.360567835234093,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
PRKGPLC1,DRYRFUEL,0.37822077249123415,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
OUTGRILL,DRYRFUEL,0.27189623539951613,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
ICE,DRYRFUEL,0.20856818664802287,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
SIZFREEZ,DRYRFUEL,0.21415458701016096,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
DWASHUSE,DRYRFUEL,0.2891130645463297,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
CWASHER,DRYRFUEL,0.7270163623044419,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TOPFRONT,DRYRFUEL,0.5621487399706211,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
WASHLOAD,DRYRFUEL,0.511180727480611,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
RNSETEMP,DRYRFUEL,0.5824815337538277,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
DRYER,DRYRFUEL,0.8052060692235667,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
DRYRFUEL,DRYRFUEL,1.0,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TVCOLOR,DRYRFUEL,0.20724782922363322,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TVSIZE3,DRYRFUEL,0.16559845579737523,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TVTYPE3,DRYRFUEL,0.1720555830702225,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
CABLESAT3,DRYRFUEL,0.17950070563871784,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
DIGITSTB3,DRYRFUEL,0.17304913890964096,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
PLAYSTA3,DRYRFUEL,0.175324616632168,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
COMBOVCRDVD3,DRYRFUEL,0.17523074742351802,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
VCR3,DRYRFUEL,0.1751544503220176,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
DVD3,DRYRFUEL,0.16956997928480866,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TVAUDIOSYS3,DRYRFUEL,0.1761485196325059,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
OTHERSTB3,DRYRFUEL,0.17649392032307287,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TVONWD3,DRYRFUEL,0.16392015407609972,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TVONWE3,DRYRFUEL,0.164951642443846,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
WELLPUMP,DRYRFUEL,0.4201359738537692,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
FUELHEAT,DRYRFUEL,0.1601137512435652,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
HEATROOM,DRYRFUEL,0.3452393055712461,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
FUELH2O,DRYRFUEL,0.2149223848292433,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
WHEATOTH,DRYRFUEL,-0.4040105941632708,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
CENACHP,DRYRFUEL,0.28214765842657435,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
ACOTHERS,DRYRFUEL,0.23757063879661403,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
MAINTAC,DRYRFUEL,0.24408545070629245,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
AGECENAC,DRYRFUEL,0.21811941204268975,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
ACROOMS,DRYRFUEL,0.2990241571759941,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
USECENAC,DRYRFUEL,0.2798884466062064,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
THERMAINAC,DRYRFUEL,0.2646365780053133,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
PROTHERMAC,DRYRFUEL,0.2361921330110212,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TEMPHOMEAC,DRYRFUEL,0.24684159459084623,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TEMPGONEAC,DRYRFUEL,0.23459716784234305,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TEMPNITEAC,DRYRFUEL,0.24408609015576477,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
NUMCFAN,DRYRFUEL,0.30221551758957244,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
USECFAN,DRYRFUEL,0.23628196689711267,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
SWIMPOOL,DRYRFUEL,0.3720429992961035,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
NOUTLGTNT,DRYRFUEL,0.34424730811189497,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
WINDOWS,DRYRFUEL,0.2815323132587819,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
USENG,DRYRFUEL,-0.1946569391177688,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
ELWARM,DRYRFUEL,0.1429810090940762,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
ELWATER,DRYRFUEL,0.2000648810783385,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
UGWATER,DRYRFUEL,-0.2045671321527346,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
PELHEAT,DRYRFUEL,0.12186129299972367,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
PELHOTWA,DRYRFUEL,0.18707459444858357,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
PELAC,DRYRFUEL,0.23781226857373627,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
PGASHTWA,DRYRFUEL,-0.25863047513791265,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
NHSLDMEM,DRYRFUEL,0.09135814411753636,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
HUPROJ,DRYRFUEL,-0.3805675375095023,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TOTSQFT,DRYRFUEL,0.3792500406676609,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TOTSQFT_EN,DRYRFUEL,0.3744621845356159,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TOTHSQFT,DRYRFUEL,0.36449525875774375,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TOTCSQFT,DRYRFUEL,0.31405452473892986,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
KWH,DRYRFUEL,0.43698503567213576,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TOTALDOL,DRYRFUEL,0.300344098843241,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
KAVALNG,DRYRFUEL,-0.26480338455214986,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
PERIODNG,DRYRFUEL,-0.2576981643046444,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
SCALENG,DRYRFUEL,-0.2573109819006825,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
OA_LAT,DRYRFUEL,0.12941870085128368,KWH,DRYRFUEL,0.43698503567213576,0.43698503567213576
TYPEHUQ,TVCOLOR,-0.2580353517184728,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
CDD30YR,TVCOLOR,0.037400907245423456,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
KOWNRENT,TVCOLOR,-0.23981019930315212,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
NUMFLRS,TVCOLOR,-0.26573571922549366,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
NUMAPTS,TVCOLOR,-0.26690243838266237,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
STUDIO,TVCOLOR,-0.3035914900834716,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
NAPTFLRS,TVCOLOR,-0.2902010105245672,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
STORIES,TVCOLOR,0.30528146999181444,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
BEDROOMS,TVCOLOR,0.43745199600066403,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
NCOMBATH,TVCOLOR,0.32741561087837745,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
OTHROOMS,TVCOLOR,0.31845625371282826,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TOTROOMS,TVCOLOR,0.42389799781931237,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
PRKGPLC1,TVCOLOR,0.3146871422539983,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
OUTGRILL,TVCOLOR,0.33163607951579965,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
ICE,TVCOLOR,0.27722870533865884,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
SIZFREEZ,TVCOLOR,0.21007116462713074,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
DWASHUSE,TVCOLOR,0.23441283388171305,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
CWASHER,TVCOLOR,0.2843534649063097,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TOPFRONT,TVCOLOR,0.2700033615308693,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
WASHLOAD,TVCOLOR,0.3687818138444009,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
RNSETEMP,TVCOLOR,0.22792129481129056,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
DRYER,TVCOLOR,0.2862940026389656,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
DRYRFUEL,TVCOLOR,0.20724782922363322,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TVCOLOR,TVCOLOR,1.0,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TVSIZE3,TVCOLOR,0.8558445225202899,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TVTYPE3,TVCOLOR,0.8649298300322217,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
CABLESAT3,TVCOLOR,0.8527926942535546,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
DIGITSTB3,TVCOLOR,0.8740688815459133,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
PLAYSTA3,TVCOLOR,0.8737515935311747,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
COMBOVCRDVD3,TVCOLOR,0.8789096004280499,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
VCR3,TVCOLOR,0.874441480436235,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
DVD3,TVCOLOR,0.8638124940699958,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TVAUDIOSYS3,TVCOLOR,0.8863648616031213,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
OTHERSTB3,TVCOLOR,0.8885806513565201,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TVONWD3,TVCOLOR,0.865469962122213,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TVONWE3,TVCOLOR,0.8648643187264766,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
WELLPUMP,TVCOLOR,0.24159385508863024,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
FUELHEAT,TVCOLOR,-0.053409824617682344,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
HEATROOM,TVCOLOR,0.40390732588063777,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
FUELH2O,TVCOLOR,-0.06490498050586148,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
WHEATOTH,TVCOLOR,-0.20969113936717043,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
CENACHP,TVCOLOR,0.18200200968668237,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
ACOTHERS,TVCOLOR,0.1762430279673378,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
MAINTAC,TVCOLOR,0.19703580221482705,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
AGECENAC,TVCOLOR,0.1597853526287596,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
ACROOMS,TVCOLOR,0.3145676441908873,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
USECENAC,TVCOLOR,0.20446430408620425,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
THERMAINAC,TVCOLOR,0.19423506093822793,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
PROTHERMAC,TVCOLOR,0.22138016570156305,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TEMPHOMEAC,TVCOLOR,0.1704264476425913,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TEMPGONEAC,TVCOLOR,0.16906901547342407,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TEMPNITEAC,TVCOLOR,0.16983678164064242,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
NUMCFAN,TVCOLOR,0.30944518388420106,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
USECFAN,TVCOLOR,0.1947174136815787,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
SWIMPOOL,TVCOLOR,0.32651772285156033,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
NOUTLGTNT,TVCOLOR,0.29367269837059984,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
WINDOWS,TVCOLOR,0.2795312403648353,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
USENG,TVCOLOR,0.0703418567649447,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
ELWARM,TVCOLOR,0.013061773552313078,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
ELWATER,TVCOLOR,-0.0637016038676602,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
UGWATER,TVCOLOR,0.06642367521585038,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
PELHEAT,TVCOLOR,-0.0005711882672945153,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
PELHOTWA,TVCOLOR,-0.0693538493183237,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
PELAC,TVCOLOR,0.17611990314111645,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
PGASHTWA,TVCOLOR,0.028466436726656944,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
NHSLDMEM,TVCOLOR,0.3941143479595051,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
HUPROJ,TVCOLOR,-0.241951711433352,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TOTSQFT,TVCOLOR,0.38651626061311106,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TOTSQFT_EN,TVCOLOR,0.38130428238131925,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TOTHSQFT,TVCOLOR,0.37877315534641304,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TOTCSQFT,TVCOLOR,0.33409961601341975,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
KWH,TVCOLOR,0.3872506496404577,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TOTALDOL,TVCOLOR,0.39858676167439894,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
KAVALNG,TVCOLOR,0.004255180359354329,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
PERIODNG,TVCOLOR,0.005870991999824759,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
SCALENG,TVCOLOR,0.009601572489213964,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
OA_LAT,TVCOLOR,0.043687646158400206,KWH,TVCOLOR,0.3872506496404577,0.3872506496404577
TYPEHUQ,TVSIZE3,-0.21603506396706565,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
CDD30YR,TVSIZE3,0.030695140667054706,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
KOWNRENT,TVSIZE3,-0.19539624703591996,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
NUMFLRS,TVSIZE3,-0.22682404770970913,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
NUMAPTS,TVSIZE3,-0.2284084141707215,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
STUDIO,TVSIZE3,-0.2563666698431984,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
NAPTFLRS,TVSIZE3,-0.24648957859224566,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
STORIES,TVSIZE3,0.2661436813081069,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
BEDROOMS,TVSIZE3,0.37662949933782586,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
NCOMBATH,TVSIZE3,0.2899761236413764,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
OTHROOMS,TVSIZE3,0.27381674556467217,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TOTROOMS,TVSIZE3,0.36694440404956036,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
PRKGPLC1,TVSIZE3,0.2732697723483418,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
OUTGRILL,TVSIZE3,0.28783389818166805,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
ICE,TVSIZE3,0.2517536388887137,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
SIZFREEZ,TVSIZE3,0.17101922156504418,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
DWASHUSE,TVSIZE3,0.19818960485187537,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
CWASHER,TVSIZE3,0.2334548980015484,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TOPFRONT,TVSIZE3,0.22877576916944412,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
WASHLOAD,TVSIZE3,0.30823915646607114,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
RNSETEMP,TVSIZE3,0.19410520025743858,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
DRYER,TVSIZE3,0.23649195246586466,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
DRYRFUEL,TVSIZE3,0.16559845579737523,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TVCOLOR,TVSIZE3,0.8558445225202899,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TVSIZE3,TVSIZE3,1.0,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TVTYPE3,TVSIZE3,0.9415409808501181,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
CABLESAT3,TVSIZE3,0.9159436016883495,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
DIGITSTB3,TVSIZE3,0.9339567851566121,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
PLAYSTA3,TVSIZE3,0.9375500648315055,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
COMBOVCRDVD3,TVSIZE3,0.9407427568770976,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
VCR3,TVSIZE3,0.9361920414725748,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
DVD3,TVSIZE3,0.9315759884746079,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TVAUDIOSYS3,TVSIZE3,0.953697950631252,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
OTHERSTB3,TVSIZE3,0.9509112476920284,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TVONWD3,TVSIZE3,0.9072130483993158,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TVONWE3,TVSIZE3,0.9083364486802383,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
WELLPUMP,TVSIZE3,0.20425283604885608,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
FUELHEAT,TVSIZE3,-0.04033365271312234,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
HEATROOM,TVSIZE3,0.3486696887678393,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
FUELH2O,TVSIZE3,-0.057179129006717386,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
WHEATOTH,TVSIZE3,-0.17977737637812966,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
CENACHP,TVSIZE3,0.15396917638649554,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
ACOTHERS,TVSIZE3,0.14847686479596997,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
MAINTAC,TVSIZE3,0.16871280674822176,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
AGECENAC,TVSIZE3,0.1329503810713208,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
ACROOMS,TVSIZE3,0.272969011785942,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
USECENAC,TVSIZE3,0.17365060730888848,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
THERMAINAC,TVSIZE3,0.16475096093426034,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
PROTHERMAC,TVSIZE3,0.19155839665226934,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TEMPHOMEAC,TVSIZE3,0.14123602271221644,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TEMPGONEAC,TVSIZE3,0.14115558568052047,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TEMPNITEAC,TVSIZE3,0.14030776624874655,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
NUMCFAN,TVSIZE3,0.26239730433502595,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
USECFAN,TVSIZE3,0.1668925510362572,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
SWIMPOOL,TVSIZE3,0.2799262183070871,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
NOUTLGTNT,TVSIZE3,0.2507661430562197,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
WINDOWS,TVSIZE3,0.24973997261516306,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
USENG,TVSIZE3,0.06422878827733032,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
ELWARM,TVSIZE3,0.007772740416443909,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
ELWATER,TVSIZE3,-0.053785383294755025,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
UGWATER,TVSIZE3,0.05824807428423661,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
PELHEAT,TVSIZE3,-0.0024838370198472957,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
PELHOTWA,TVSIZE3,-0.05828168156433624,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
PELAC,TVSIZE3,0.14938867678195109,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
PGASHTWA,TVSIZE3,0.02658970250234725,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
NHSLDMEM,TVSIZE3,0.3411549512643711,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
HUPROJ,TVSIZE3,-0.19695494168302152,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TOTSQFT,TVSIZE3,0.33648261896517173,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TOTSQFT_EN,TVSIZE3,0.3313247582589888,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TOTHSQFT,TVSIZE3,0.3304182584611872,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TOTCSQFT,TVSIZE3,0.2893065892082723,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
KWH,TVSIZE3,0.33152638910470067,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TOTALDOL,TVSIZE3,0.34150377650163183,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
KAVALNG,TVSIZE3,0.0069570275035301075,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
PERIODNG,TVSIZE3,0.009130848271556856,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
SCALENG,TVSIZE3,0.01119578379598201,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
OA_LAT,TVSIZE3,0.03431080361156087,KWH,TVSIZE3,0.33152638910470067,0.33152638910470067
TYPEHUQ,TVTYPE3,-0.21866793698044024,KWH,TVTYPE3,0.3369300194568894,0.3369300194568894
CDD30YR,TVTYPE3,0.03306427477862154,KWH,TVTYPE3,0.3369300194568894,0.3369300194568894
KOWNRENT,TVTYPE3,-0.20228770817299738,KWH,TVTYPE3,0.3369300194568894,0.3369300194568894
NUMFLRS,TVTYPE3,-0.22878370892059438,KWH,TVTYPE3,0.3369300194568894,0.3369300194568894
NUMAPTS,TVTYPE3,-0.23033970340965362,KWH,TVTYPE3,0.3369300194568894,0.3369300194568894
STUDIO,TVTYPE3,-0.2594645235954517,KWH,TVTYPE3,0.3369300194568894,0.3369300194568894
NAPTFLRS,TVTYPE3,-0.249774083221176,KWH,TVTYPE3,0.3369300194568894,0.3369300194568894
