Var1,Var2,Corr,Target,Variables,Correlation,abs(Correlation)
UGWATER,TYPEHUQ,0.03546576792706863,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
PELHEAT,TYPEHUQ,0.011351840416097747,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
PELHOTWA,TYPEHUQ,-0.0002703690831253485,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
PELAC,TYPEHUQ,-0.11990441487355247,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
PGASHTWA,TYPEHUQ,0.11210861081275343,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
NHSLDMEM,TYPEHUQ,-0.19563820322212325,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
HUPROJ,TYPEHUQ,0.6238416720699214,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
TOTSQFT,TYPEHUQ,-0.5024981802804874,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
TOTSQFT_EN,TYPEHUQ,-0.48900279348655734,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
TOTHSQFT,TYPEHUQ,-0.43525109984620564,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
TOTCSQFT,TYPEHUQ,-0.29558366845371814,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
KWH,TYPEHUQ,-0.4108945316478414,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
TOTALDOL,TYPEHUQ,-0.41229024093196653,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
KAVALNG,TYPEHUQ,0.15201616554394506,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
PERIODNG,TYPEHUQ,0.14606731341998577,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
SCALENG,TYPEHUQ,0.14352916927057244,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
OA_LAT,TYPEHUQ,-0.019797220923742743,KWH,TYPEHUQ,-0.4108945316478414,0.4108945316478414
TYPEHUQ,CDD30YR,-0.03903281924358562,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
CDD30YR,CDD30YR,1.0,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
KOWNRENT,CDD30YR,0.019539452461217785,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
NUMFLRS,CDD30YR,0.00683949424686861,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
NUMAPTS,CDD30YR,0.010308150511133844,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
STUDIO,CDD30YR,-0.012917439146327512,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
NAPTFLRS,CDD30YR,-0.014746551122767886,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
STORIES,CDD30YR,-0.1377578996670005,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
BEDROOMS,CDD30YR,-0.007133840236802378,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
NCOMBATH,CDD30YR,0.12152801133851658,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
OTHROOMS,CDD30YR,-0.06075068083931911,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TOTROOMS,CDD30YR,-0.0458994572833754,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
PRKGPLC1,CDD30YR,0.01541609595076387,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
OUTGRILL,CDD30YR,-0.05866255934332677,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
ICE,CDD30YR,0.11578576925390549,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
SIZFREEZ,CDD30YR,-0.06734853201186003,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
DWASHUSE,CDD30YR,-0.04173947968733719,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
CWASHER,CDD30YR,0.03405905732377234,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TOPFRONT,CDD30YR,-0.018008964709646188,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
WASHLOAD,CDD30YR,0.012954193013497319,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
RNSETEMP,CDD30YR,0.03465966755799326,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
DRYER,CDD30YR,0.019030523349998874,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
DRYRFUEL,CDD30YR,0.06559479447504789,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TVCOLOR,CDD30YR,0.037400907245423456,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TVSIZE3,CDD30YR,0.030695140667054706,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TVTYPE3,CDD30YR,0.03306427477862154,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
CABLESAT3,CDD30YR,0.031823423266911635,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
DIGITSTB3,CDD30YR,0.02600148361856284,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
PLAYSTA3,CDD30YR,0.03533124254611512,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
COMBOVCRDVD3,CDD30YR,0.035234888786262665,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
VCR3,CDD30YR,0.029724948195344044,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
DVD3,CDD30YR,0.02870957090938765,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TVAUDIOSYS3,CDD30YR,0.032578453334391036,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
OTHERSTB3,CDD30YR,0.032343135514438376,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TVONWD3,CDD30YR,0.045123720020031705,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TVONWE3,CDD30YR,0.0423465826264087,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
WELLPUMP,CDD30YR,-0.03078355638406483,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
FUELHEAT,CDD30YR,0.17891006063932835,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
HEATROOM,CDD30YR,-0.057801239282318145,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
FUELH2O,CDD30YR,0.19726008340052203,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
WHEATOTH,CDD30YR,-0.09561628539454459,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
CENACHP,CDD30YR,0.4174604437273129,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
ACOTHERS,CDD30YR,0.41005960427353644,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
MAINTAC,CDD30YR,0.4072515966202963,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
AGECENAC,CDD30YR,0.3409271481125122,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
ACROOMS,CDD30YR,0.3212330992660987,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
USECENAC,CDD30YR,0.4751593557819004,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
THERMAINAC,CDD30YR,0.41359935683920074,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
PROTHERMAC,CDD30YR,0.33659701658476393,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TEMPHOMEAC,CDD30YR,0.45461596381037767,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TEMPGONEAC,CDD30YR,0.453252814772234,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TEMPNITEAC,CDD30YR,0.4429876632973249,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
NUMCFAN,CDD30YR,0.2747891478893071,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
USECFAN,CDD30YR,0.23632470792573446,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
SWIMPOOL,CDD30YR,0.02257903950017009,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
NOUTLGTNT,CDD30YR,0.04146281216592951,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
WINDOWS,CDD30YR,-0.09696892020036776,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
USENG,CDD30YR,-0.1738610654798425,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
ELWARM,CDD30YR,0.2120736088513312,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
ELWATER,CDD30YR,0.24152487253476038,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
UGWATER,CDD30YR,-0.1540765121957906,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
PELHEAT,CDD30YR,0.20574873716813047,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
PELHOTWA,CDD30YR,0.23773976040131176,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
PELAC,CDD30YR,0.41096532424017623,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
PGASHTWA,CDD30YR,-0.16002704663943906,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
NHSLDMEM,CDD30YR,0.012970497236459834,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
HUPROJ,CDD30YR,0.01794998071915379,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TOTSQFT,CDD30YR,-0.11086252325923779,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TOTSQFT_EN,CDD30YR,-0.12420876160912399,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TOTHSQFT,CDD30YR,-0.07059832205671207,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TOTCSQFT,CDD30YR,0.3272632564570814,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
KWH,CDD30YR,0.30246815575546665,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TOTALDOL,CDD30YR,-0.016685228514191238,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
KAVALNG,CDD30YR,-0.16624039439213328,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
PERIODNG,CDD30YR,-0.15649788286143224,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
SCALENG,CDD30YR,-0.16444162332426482,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
OA_LAT,CDD30YR,0.6198950541818573,KWH,CDD30YR,0.30246815575546665,0.30246815575546665
TYPEHUQ,KOWNRENT,0.6059239822679245,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
CDD30YR,KOWNRENT,0.019539452461217785,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
KOWNRENT,KOWNRENT,1.0,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
NUMFLRS,KOWNRENT,0.5034041611801322,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
NUMAPTS,KOWNRENT,0.504575622644226,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
STUDIO,KOWNRENT,0.6356938304767267,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
NAPTFLRS,KOWNRENT,0.629479989775218,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
STORIES,KOWNRENT,-0.5405626718966972,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
BEDROOMS,KOWNRENT,-0.4977370267073006,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
NCOMBATH,KOWNRENT,-0.3857044873384115,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
OTHROOMS,KOWNRENT,-0.43996963692415747,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TOTROOMS,KOWNRENT,-0.5335625633835895,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
PRKGPLC1,KOWNRENT,-0.5781841227908521,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
OUTGRILL,KOWNRENT,-0.3401619738803132,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
ICE,KOWNRENT,-0.3392150976584998,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
SIZFREEZ,KOWNRENT,-0.26868635533178054,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
DWASHUSE,KOWNRENT,-0.2905078075102349,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
CWASHER,KOWNRENT,-0.5091985007393633,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TOPFRONT,KOWNRENT,-0.46098154154243176,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
WASHLOAD,KOWNRENT,-0.36645484445137455,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
RNSETEMP,KOWNRENT,-0.4192350360926358,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
DRYER,KOWNRENT,-0.5058381323484816,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
DRYRFUEL,KOWNRENT,-0.3641762188224629,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TVCOLOR,KOWNRENT,-0.23981019930315212,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TVSIZE3,KOWNRENT,-0.19539624703591996,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TVTYPE3,KOWNRENT,-0.20228770817299738,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
CABLESAT3,KOWNRENT,-0.21185017494841588,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
DIGITSTB3,KOWNRENT,-0.1994247289270998,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
PLAYSTA3,KOWNRENT,-0.19074654723405593,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
COMBOVCRDVD3,KOWNRENT,-0.20063909204893152,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
VCR3,KOWNRENT,-0.19778896316574626,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
DVD3,KOWNRENT,-0.18957075269455886,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TVAUDIOSYS3,KOWNRENT,-0.20048147217932483,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
OTHERSTB3,KOWNRENT,-0.19955910836912327,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TVONWD3,KOWNRENT,-0.16878748197050436,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TVONWE3,KOWNRENT,-0.17003892190847222,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
WELLPUMP,KOWNRENT,-0.5797698108098035,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
FUELHEAT,KOWNRENT,0.03787976047810328,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
HEATROOM,KOWNRENT,-0.48114659826431133,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
FUELH2O,KOWNRENT,0.031000722960544642,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
WHEATOTH,KOWNRENT,0.3833699299622565,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
CENACHP,KOWNRENT,-0.22368190276355732,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
ACOTHERS,KOWNRENT,-0.1934382353014299,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
MAINTAC,KOWNRENT,-0.2139562172131239,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
AGECENAC,KOWNRENT,-0.1828130599110238,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
ACROOMS,KOWNRENT,-0.3421635325577041,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
USECENAC,KOWNRENT,-0.21915355509066795,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
THERMAINAC,KOWNRENT,-0.21983788691874057,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
PROTHERMAC,KOWNRENT,-0.2562167317338239,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TEMPHOMEAC,KOWNRENT,-0.20019438948813112,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TEMPGONEAC,KOWNRENT,-0.19246284241746509,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TEMPNITEAC,KOWNRENT,-0.19904521835739436,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
NUMCFAN,KOWNRENT,-0.36651176222024007,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
USECFAN,KOWNRENT,-0.24364737730119834,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
SWIMPOOL,KOWNRENT,-0.5558587096994146,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
NOUTLGTNT,KOWNRENT,-0.49301443624746333,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
WINDOWS,KOWNRENT,-0.4396806894415887,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
USENG,KOWNRENT,-0.022998277321931465,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
ELWARM,KOWNRENT,0.0397891239695562,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
ELWATER,KOWNRENT,0.048520951251853364,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
UGWATER,KOWNRENT,-0.024132239731968944,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
PELHEAT,KOWNRENT,0.06608290976724075,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
PELHOTWA,KOWNRENT,0.06391295444418855,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
PELAC,KOWNRENT,-0.18230962794652253,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
PGASHTWA,KOWNRENT,0.048360128275930093,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
NHSLDMEM,KOWNRENT,-0.06732406937663164,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
HUPROJ,KOWNRENT,0.9886136208832764,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TOTSQFT,KOWNRENT,-0.5701290054759346,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TOTSQFT_EN,KOWNRENT,-0.5542611116652901,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TOTHSQFT,KOWNRENT,-0.5124531741146144,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TOTCSQFT,KOWNRENT,-0.3676371128711612,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
KWH,KOWNRENT,-0.3079109606576243,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TOTALDOL,KOWNRENT,-0.38057280669024357,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
KAVALNG,KOWNRENT,0.08940084228383852,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
PERIODNG,KOWNRENT,0.08979588656009649,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
SCALENG,KOWNRENT,0.07810093977686741,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
OA_LAT,KOWNRENT,-0.007218041807816798,KWH,KOWNRENT,-0.3079109606576243,0.3079109606576243
TYPEHUQ,NUMFLRS,0.7403841296946031,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
CDD30YR,NUMFLRS,0.00683949424686861,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
KOWNRENT,NUMFLRS,0.5034041611801322,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
NUMFLRS,NUMFLRS,1.0,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
NUMAPTS,NUMFLRS,0.9956870648573724,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
STUDIO,NUMFLRS,0.7815583221086487,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
NAPTFLRS,NUMFLRS,0.771140232079069,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
STORIES,NUMFLRS,-0.6166071599588104,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
BEDROOMS,NUMFLRS,-0.49618465285828284,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
NCOMBATH,NUMFLRS,-0.27777590723164813,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
OTHROOMS,NUMFLRS,-0.39110248008156717,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
TOTROOMS,NUMFLRS,-0.4998076255666765,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
PRKGPLC1,NUMFLRS,-0.6132698007235889,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
OUTGRILL,NUMFLRS,-0.3887419782969562,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
ICE,NUMFLRS,-0.2582901606426681,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
SIZFREEZ,NUMFLRS,-0.2420725790086383,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
DWASHUSE,NUMFLRS,-0.1399403101672047,KWH,NUMFLRS,-0.33724238725500366,0.33724238725500366
