,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,param_weights,params,split0_test_RMSE,split1_test_RMSE,split2_test_RMSE,split3_test_RMSE,split4_test_RMSE,mean_test_RMSE,std_test_RMSE,rank_test_RMSE,split0_train_RMSE,split1_train_RMSE,split2_train_RMSE,split3_train_RMSE,split4_train_RMSE,mean_train_RMSE,std_train_RMSE,split0_test_MAE,split1_test_MAE,split2_test_MAE,split3_test_MAE,split4_test_MAE,mean_test_MAE,std_test_MAE,rank_test_MAE,split0_train_MAE,split1_train_MAE,split2_train_MAE,split3_train_MAE,split4_train_MAE,mean_train_MAE,std_train_MAE
0,0.029126453399658202,0.01586633671550052,3.8213147163391112,0.11011314922385432,5,1,distance,"{'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",-6055.022876542203,-6336.229490157599,-6331.788658238219,-6210.819138640512,-6181.12841092582,-6222.997714900871,104.66499599839976,1,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-3149.3629436972315,-2966.0022935754077,-2963.884680882179,-3091.863099252172,-3175.511092180682,-3069.324821917535,89.42345003431497,1,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
