,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_RMSE,split1_test_RMSE,split2_test_RMSE,split3_test_RMSE,split4_test_RMSE,split5_test_RMSE,split6_test_RMSE,split7_test_RMSE,split8_test_RMSE,split9_test_RMSE,mean_test_RMSE,std_test_RMSE,rank_test_RMSE,split0_train_RMSE,split1_train_RMSE,split2_train_RMSE,split3_train_RMSE,split4_train_RMSE,split5_train_RMSE,split6_train_RMSE,split7_train_RMSE,split8_train_RMSE,split9_train_RMSE,mean_train_RMSE,std_train_RMSE,split0_test_MAE,split1_test_MAE,split2_test_MAE,split3_test_MAE,split4_test_MAE,split5_test_MAE,split6_test_MAE,split7_test_MAE,split8_test_MAE,split9_test_MAE,mean_test_MAE,std_test_MAE,rank_test_MAE,split0_train_MAE,split1_train_MAE,split2_train_MAE,split3_train_MAE,split4_train_MAE,split5_train_MAE,split6_train_MAE,split7_train_MAE,split8_train_MAE,split9_train_MAE,mean_train_MAE,std_train_MAE
0,1.7014414072036743,0.018866835647936675,0.018652820587158205,0.03292548883625897,0.01,12,5,"{'learning_rate': 0.01, 'max_depth': 12, 'n_estimators': 5}",-7218.3483293367935,-7359.349424784489,-7244.428499154915,-7377.694269638206,-8446.14494975554,-7395.609195352411,-7147.07009021081,-8154.777826519368,-7632.858841955387,-6776.122953071037,-7475.240437977896,466.2924032008829,1,-7405.611441479549,-7390.011693066594,-7401.901784910933,-7389.164721715505,-7263.656052530207,-7386.144688866845,-7412.240082425352,-7299.974783350547,-7362.871753070077,-7444.327891730563,-7375.590489314617,51.54998197903048,-4659.7444803108065,-4850.512314387516,-4741.651008364251,-4466.278892945874,-4891.341951012744,-4697.922279370065,-4743.348428988673,-4587.2655370473985,-4572.79025799766,-4636.505677450121,-4684.736082787511,122.36135271038337,1,-4640.532868310892,-4616.151589621142,-4648.240850619622,-4656.514685884286,-4621.553562451414,-4637.564156197179,-4647.827048049456,-4645.749748218192,-4648.580231079164,-4637.036588880661,-4639.9751329312,11.969125954539903
