,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,30.432972812652586,1.7360608174951104,0.1378335952758789,0.00880157887397174,50,100,"{'max_depth': 50, 'n_estimators': 100}",0.6149779728016349,0.5805489318790422,0.5917631326432221,0.6255197074965014,0.5908348398132948,0.6007289169267391,0.016751887873731323,1,0.9450464681524384,0.944140210927006,0.9437502456754974,0.9447341648686365,0.9447087832813508,0.9444759745809858,0.00046599242617597914
