,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_base_estimator__criterion,param_base_estimator__max_depth,param_n_estimators,params,split0_test_RMSE,split1_test_RMSE,split2_test_RMSE,split3_test_RMSE,split4_test_RMSE,split5_test_RMSE,split6_test_RMSE,split7_test_RMSE,split8_test_RMSE,split9_test_RMSE,mean_test_RMSE,std_test_RMSE,rank_test_RMSE,split0_train_RMSE,split1_train_RMSE,split2_train_RMSE,split3_train_RMSE,split4_train_RMSE,split5_train_RMSE,split6_train_RMSE,split7_train_RMSE,split8_train_RMSE,split9_train_RMSE,mean_train_RMSE,std_train_RMSE,split0_test_MAE,split1_test_MAE,split2_test_MAE,split3_test_MAE,split4_test_MAE,split5_test_MAE,split6_test_MAE,split7_test_MAE,split8_test_MAE,split9_test_MAE,mean_test_MAE,std_test_MAE,rank_test_MAE,split0_train_MAE,split1_train_MAE,split2_train_MAE,split3_train_MAE,split4_train_MAE,split5_train_MAE,split6_train_MAE,split7_train_MAE,split8_train_MAE,split9_train_MAE,mean_train_MAE,std_train_MAE
0,1.9146319389343263,0.12068299253149652,0.010021305084228516,0.0015538039086755982,friedman_mse,12,5,"{'base_estimator__criterion': 'friedman_mse', 'base_estimator__max_depth': 12, 'n_estimators': 5}",-4949.227470262505,-5344.513299662538,-5173.36111398463,-5180.6718491476795,-6078.904663436186,-5155.314223898433,-4851.148357053183,-5569.528831553198,-5524.273499337124,-4826.808958747326,-5265.37522670828,363.2160607981502,1,-2897.7503314969244,-3043.336497635934,-2752.208534824548,-2916.9135635013645,-2700.972949156045,-2815.3885252965524,-2821.3141391761533,-2742.2875052481327,-2596.5213454139393,-2871.0324550899936,-2815.7725846839585,119.37763619069652,-2515.8731092436974,-2671.992635658915,-2398.875,-2447.103070175439,-2196.0638297872338,-2217.454545454545,-2383.337748344371,-2252.467980295566,-2280.833333333334,-2313.634782608696,-2367.76360349018,140.65932629161404,1,-1401.6851851851845,-1541.0388471177944,-1309.6324904214562,-1412.8931307911614,-1262.0612244897957,-1409.9230769230762,-1384.7142857142862,-1342.5662650602408,-1266.8000000000002,-1405.0,-1373.6314505702994,78.5489733092778
